kind,owner,name,target,keys,delete,source
createIndex,candidate_work_log_feedback,idx-candidate_work_log_feedback-created_by,,'created_by',constraint history; unique=unspecified,console/migrations/m241027_101214_notification.php:18
addForeignKey,candidate_work_log_feedback,fk-candidate_work_log_feedback-created_by,contact,'created_by' -> 'contact_uuid',unspecified,console/migrations/m241027_101214_notification.php:25
addPrimaryKey,candidate_notification,pk-candidate_notification-tba_uuid,,"""cn_uuid""",constraint history; unique=unspecified,console/migrations/m241027_101214_notification.php:58
createIndex,candidate_notification,idx-candidate_notification-staff_id,,'staff_id',constraint history; unique=unspecified,console/migrations/m241027_101214_notification.php:61
addForeignKey,candidate_notification,fk-candidate_notification-staff_id,staff,'staff_id' -> 'staff_id',unspecified,console/migrations/m241027_101214_notification.php:68
createIndex,candidate_notification,idx-candidate_notification-store_id,,'store_id',constraint history; unique=unspecified,console/migrations/m241027_101214_notification.php:77
addForeignKey,candidate_notification,fk-candidate_notification-store_id,store,'store_id' -> 'store_id',unspecified,console/migrations/m241027_101214_notification.php:84
createIndex,candidate_notification,idx-candidate_notification-cwlf_uuid,,'cwlf_uuid',constraint history; unique=unspecified,console/migrations/m241027_101214_notification.php:93
addForeignKey,candidate_notification,fk-candidate_notification-cwlf_uuid,candidate_work_log_feedback,'cwlf_uuid' -> 'cwlf_uuid',unspecified,console/migrations/m241027_101214_notification.php:100
createIndex,candidate_notification,idx-candidate_notification-tc_id,,'tc_id',constraint history; unique=unspecified,console/migrations/m241027_101214_notification.php:109
addForeignKey,candidate_notification,fk-candidate_notification-tc_id,transfer_candidate,'tc_id' -> 'tc_id',unspecified,console/migrations/m241027_101214_notification.php:116
createIndex,candidate_notification,idx-candidate_notification-candidate_working_date_uuid,,'candidate_working_date_uuid',constraint history; unique=unspecified,console/migrations/m241027_101214_notification.php:125
addForeignKey,candidate_notification,fk-candidate_notification-candidate_working_date_uuid,candidate_working_date,'candidate_working_date_uuid' -> 'cwd_uuid',unspecified,console/migrations/m241027_101214_notification.php:132
createIndex,candidate_notification,idx-candidate_notification-invitation_uuid,,'invitation_uuid',constraint history; unique=unspecified,console/migrations/m241027_101214_notification.php:141
addForeignKey,candidate_notification,fk-candidate_notification-invitation_uuid,invitation,'invitation_uuid' -> 'invitation_uuid',unspecified,console/migrations/m241027_101214_notification.php:148
createIndex,candidate_notification,idx-candidate_notification-request_uuid,,'request_uuid',constraint history; unique=unspecified,console/migrations/m241027_101214_notification.php:157
addForeignKey,candidate_notification,fk-candidate_notification-request_uuid,request,'request_uuid' -> 'request_uuid',unspecified,console/migrations/m241027_101214_notification.php:164
createIndex,candidate_notification,idx-candidate_notification-company_id,,'company_id',constraint history; unique=unspecified,console/migrations/m241027_101214_notification.php:173
addForeignKey,candidate_notification,fk-candidate_notification-company_id,company,'company_id' -> 'company_id',unspecified,console/migrations/m241027_101214_notification.php:180
createIndex,candidate_notification,idx-candidate_notification-candidate_work_history_id,,'candidate_work_history_id',constraint history; unique=unspecified,console/migrations/m241027_101214_notification.php:189
addForeignKey,candidate_notification,fk-candidate_notification-candidate_work_history_id,candidate_work_history,'candidate_work_history_id' -> 'id',unspecified,console/migrations/m241027_101214_notification.php:196
createIndex,candidate_notification,idx-candidate_notification-candidate_id,,'candidate_id',constraint history; unique=unspecified,console/migrations/m241027_101214_notification.php:205
addForeignKey,candidate_notification,fk-candidate_notification-candidate_id,candidate,'candidate_id' -> 'candidate_id',unspecified,console/migrations/m241027_101214_notification.php:212
addPrimaryKey,contract,pk-contract-contract_uuid,,"""contract_uuid""",constraint history; unique=unspecified,console/migrations/m241029_193106_contract.php:36
createIndex,contract,idx-contract-created_by,,'created_by',constraint history; unique=unspecified,console/migrations/m241029_193106_contract.php:55
addForeignKey,contract,fk-contract-created_by,staff,'created_by' -> 'staff_id',unspecified,console/migrations/m241029_193106_contract.php:62
createIndex,contract,idx-contract-company_id,,'company_id',constraint history; unique=unspecified,console/migrations/m241029_193106_contract.php:71
addForeignKey,contract,fk-contract-company_id,company,'company_id' -> 'company_id',unspecified,console/migrations/m241029_193106_contract.php:78
addPrimaryKey,monthly_salary_contract,pk-monthly_salary_contract,,"""ms_contract_uuid""",constraint history; unique=unspecified,console/migrations/m241029_193106_contract.php:96
createIndex,monthly_salary_contract,idx-monthly_salary_contract-contract_uuid,,'contract_uuid',constraint history; unique=unspecified,console/migrations/m241029_193106_contract.php:99
addForeignKey,monthly_salary_contract,fk-monthly_salary_contract-contract_uuid,contract,'contract_uuid' -> 'contract_uuid',unspecified,console/migrations/m241029_193106_contract.php:106
addPrimaryKey,hourly_contract,pk-hourly_contract,,"""h_contract_uuid""",constraint history; unique=unspecified,console/migrations/m241029_193106_contract.php:123
createIndex,hourly_contract,idx-hourly_contract-contract_uuid,,'contract_uuid',constraint history; unique=unspecified,console/migrations/m241029_193106_contract.php:126
addForeignKey,hourly_contract,fk-hourly_contract-contract_uuid,contract,'contract_uuid' -> 'contract_uuid',unspecified,console/migrations/m241029_193106_contract.php:133
addPrimaryKey,fixed_price_contract,pk-fp_contract_uuid,,"""fp_contract_uuid""",constraint history; unique=unspecified,console/migrations/m241029_193106_contract.php:151
createIndex,fixed_price_contract,idx-fixed_price_contract-contract_uuid,,'contract_uuid',constraint history; unique=unspecified,console/migrations/m241029_193106_contract.php:154
addForeignKey,fixed_price_contract,fk-fixed_price_contract-contract_uuid,contract,'contract_uuid' -> 'contract_uuid',unspecified,console/migrations/m241029_193106_contract.php:161
createIndex,candidate_notification,idx-candidate_notification-candidate_working_hour_uuid,,'candidate_working_hour_uuid',constraint history; unique=unspecified,console/migrations/m241103_170837_session_notification.php:18
addForeignKey,candidate_notification,fk-candidate_notification-candidate_working_hour_uuid,candidate_working_hour,'candidate_working_hour_uuid' -> 'candidate_working_hour_uuid',unspecified,console/migrations/m241103_170837_session_notification.php:25
createIndex,transfer,idx-transfer-contract_uuid,,'contract_uuid',constraint history; unique=unspecified,console/migrations/m241104_073200_contract.php:19
addForeignKey,transfer,fk-transfer-contract_uuid,contract,'contract_uuid' -> 'contract_uuid',unspecified,console/migrations/m241104_073200_contract.php:26
dropIndex,candidate,idx-candidate-candidate_civil_id,,,constraint history; unique=unspecified,console/migrations/m241107_154751_civil_id.php:15
addPrimaryKey,candidate_working_hour_appeal,pk-cwha-candidate_working_hour_uuid,,"""appeal_uuid""",constraint history; unique=unspecified,console/migrations/m241223_083804_appeal.php:33
createIndex,candidate_working_hour_appeal,idx-cwha-candidate_id,,'candidate_id',constraint history; unique=unspecified,console/migrations/m241223_083804_appeal.php:37
addForeignKey,candidate_working_hour_appeal,fk-cwha-candidate_id,candidate,'candidate_id' -> 'candidate_id',unspecified,console/migrations/m241223_083804_appeal.php:44
createIndex,candidate_working_hour_appeal,idx-cwha-candidate_working_hour_uuid,,'candidate_working_hour_uuid',constraint history; unique=unspecified,console/migrations/m241223_083804_appeal.php:53
addForeignKey,candidate_working_hour_appeal,fk-cwha-candidate_working_hour_uuid,candidate_working_hour,'candidate_working_hour_uuid' -> 'candidate_working_hour_uuid',unspecified,console/migrations/m241223_083804_appeal.php:60
addPrimaryKey,candidate_working_hour_appeal_updates,pk-cwhau-appeal_update_uuid,,"""appeal_update_uuid""",constraint history; unique=unspecified,console/migrations/m241223_083804_appeal.php:80
createIndex,candidate_working_hour_appeal_updates,idx-candidate_working_hour_appeal_updates-appeal_uuid,,'appeal_uuid',constraint history; unique=unspecified,console/migrations/m241223_083804_appeal.php:83
addForeignKey,candidate_working_hour_appeal_updates,fk-candidate_working_hour_appeal_updates-appeal_uuid,candidate_working_hour_appeal,'appeal_uuid' -> 'appeal_uuid',CASCADE,console/migrations/m241223_083804_appeal.php:89
createIndex,candidate_working_hour,idx-candidate_working_hour-appeal_uuid,,'appeal_uuid',constraint history; unique=unspecified,console/migrations/m241223_083804_appeal.php:103
addForeignKey,candidate_working_hour,fk-candidate_working_hour-appeal_uuid,candidate_working_hour_appeal,'appeal_uuid' -> 'appeal_uuid',unspecified,console/migrations/m241223_083804_appeal.php:110
createIndex,candidate_notification,idx-candidate_notification-appeal_uuid,,'appeal_uuid',constraint history; unique=unspecified,console/migrations/m241223_083804_appeal.php:120
addForeignKey,candidate_notification,fk-candidate_notification-appeal_uuid,candidate_working_hour_appeal,'appeal_uuid' -> 'appeal_uuid',unspecified,console/migrations/m241223_083804_appeal.php:127
addPrimaryKey,job,pk-job-job_uuid,,"""job_uuid""",constraint history; unique=unspecified,console/migrations/m241229_113044_job.php:55
createIndex,job,idx-job-updated_by,,'updated_by',constraint history; unique=unspecified,console/migrations/m241229_113044_job.php:59
addForeignKey,job,fk-job-updated_by,staff,'updated_by' -> 'staff_id',unspecified,console/migrations/m241229_113044_job.php:66
createIndex,job,idx-job-created_by,,'created_by',constraint history; unique=unspecified,console/migrations/m241229_113044_job.php:75
addForeignKey,job,fk-job-created_by,staff,'created_by' -> 'staff_id',unspecified,console/migrations/m241229_113044_job.php:82
createIndex,job,idx-job-area_uuid,,'area_uuid',constraint history; unique=unspecified,console/migrations/m241229_113044_job.php:91
addForeignKey,job,fk-job-area_uuid,area,'area_uuid' -> 'area_uuid',unspecified,console/migrations/m241229_113044_job.php:98
createIndex,job,idx-job-story_uuid,,'story_uuid',constraint history; unique=unspecified,console/migrations/m241229_113044_job.php:107
addForeignKey,job,fk-job-story_uuid,story,'story_uuid' -> 'story_uuid',unspecified,console/migrations/m241229_113044_job.php:114
createIndex,job,idx-job-request_uuid,,'request_uuid',constraint history; unique=unspecified,console/migrations/m241229_113044_job.php:123
addForeignKey,job,fk-job-request_uuid,request,'request_uuid' -> 'request_uuid',CASCADE,console/migrations/m241229_113044_job.php:130
addPrimaryKey,job_skills,pk-job_skills,,"[""job_uuid"", ""skill""]",constraint history; unique=unspecified,console/migrations/m241229_113044_job.php:147
addForeignKey,job_skills,fk-job_skills-job_uuid,job,'job_uuid' -> 'job_uuid',CASCADE,console/migrations/m241229_113044_job.php:149
addPrimaryKey,job_interest,pk-job_interest-job_uuid,,"""job_interest_uuid""",constraint history; unique=unspecified,console/migrations/m241229_113044_job.php:170
createIndex,job_interest,idx-job_interest-job_uuid,,'job_uuid',constraint history; unique=unspecified,console/migrations/m241229_113044_job.php:174
addForeignKey,job_interest,fk-job_interest-job_uuid,job,'job_uuid' -> 'job_uuid',CASCADE,console/migrations/m241229_113044_job.php:180
createIndex,job_interest,idx-job_interest-candidate_id,,'candidate_id',constraint history; unique=unspecified,console/migrations/m241229_113044_job.php:189
addForeignKey,job_interest,fk-job_interest-candidate_id,candidate,'candidate_id' -> 'candidate_id',CASCADE,console/migrations/m241229_113044_job.php:195
createIndex,invitation,idx-invitation-job_interest_uuid,,'job_interest_uuid',constraint history; unique=unspecified,console/migrations/m241229_113044_job.php:209
addForeignKey,invitation,fk-invitation-job_interest_uuid,job_interest,'job_interest_uuid' -> 'job_interest_uuid',unspecified,console/migrations/m241229_113044_job.php:216
addPrimaryKey,candidate_id_request,pk-candidate_id_request-cir_uuid,,"""cir_uuid""",constraint history; unique=unspecified,console/migrations/m250120_201548_id_request.php:40
createIndex,candidate_id_request,idx-candidate_id_request-updated_by,,'updated_by',constraint history; unique=unspecified,console/migrations/m250120_201548_id_request.php:44
addForeignKey,candidate_id_request,fk-candidate_id_request-updated_by,staff,'updated_by' -> 'staff_id',unspecified,console/migrations/m250120_201548_id_request.php:51
createIndex,candidate_id_request,idx-candidate_id_request-created_by,,'created_by',constraint history; unique=unspecified,console/migrations/m250120_201548_id_request.php:60
addForeignKey,candidate_id_request,fk-candidate_id_request-created_by,staff,'created_by' -> 'staff_id',unspecified,console/migrations/m250120_201548_id_request.php:67
createIndex,job,idx-job-deleted_by,,'deleted_by',constraint history; unique=unspecified,console/migrations/m250127_131617_job_delete.php:29
addForeignKey,job,fk-job-deleted_by,staff,'deleted_by' -> 'staff_id',unspecified,console/migrations/m250127_131617_job_delete.php:36
createIndex,candidate_notification,idx-candidate_notification-job_uuid,,'job_uuid',constraint history; unique=unspecified,console/migrations/m250127_131617_job_delete.php:51
addForeignKey,candidate_notification,fk-candidate_notification-job_uuid,job,'job_uuid' -> 'job_uuid',unspecified,console/migrations/m250127_131617_job_delete.php:58
createIndex,candidate_notification,idx-candidate_notification-job_interest_uuid,,'job_interest_uuid',constraint history; unique=unspecified,console/migrations/m250127_131617_job_delete.php:67
addForeignKey,candidate_notification,fk-candidate_notification-job_interest_uuid,job_interest,'job_interest_uuid' -> 'job_interest_uuid',unspecified,console/migrations/m250127_131617_job_delete.php:74
createIndex,contract,idx-contract-candidate_id,,'candidate_id',constraint history; unique=unspecified,console/migrations/m250209_144529_contract.php:31
addForeignKey,contract,fk-contract-candidate_id,candidate,'candidate_id' -> 'candidate_id',CASCADE,console/migrations/m250209_144529_contract.php:33
createIndex,contract,idx-contract-parent_company_id,,'parent_company_id',constraint history; unique=unspecified,console/migrations/m250209_144529_contract.php:46
addForeignKey,contract,fk-contract-parent_company_id,company,'parent_company_id' -> 'company_id',CASCADE,console/migrations/m250209_144529_contract.php:48
createIndex,contract,idx-contract-store_id,,'store_id',constraint history; unique=unspecified,console/migrations/m250209_144529_contract.php:61
addForeignKey,contract,fk-contract-store_id,store,'store_id' -> 'store_id',CASCADE,console/migrations/m250209_144529_contract.php:63
addForeignKey,transfer_candidate,fk_transfer_candidate_contract,contract,'contract_uuid' -> 'contract_uuid',,console/migrations/m250306_191700_transfer_contract.php:22
createIndex,transfer_candidate,idx-transfer_candidate-contract_uuid,,'contract_uuid',constraint history; unique=unspecified,console/migrations/m250306_191700_transfer_contract.php:32
addPrimaryKey,candidate_link,pk-candidate_link-cl_uuid,,"""cl_uuid""",constraint history; unique=unspecified,console/migrations/m250319_163212_links.php:32
createIndex,candidate_link,idx-candidate_link-candidate_id,,'candidate_id',constraint history; unique=unspecified,console/migrations/m250319_163212_links.php:36
addForeignKey,candidate_link,fk-candidate_link-candidate_id,candidate,'candidate_id' -> 'candidate_id',CASCADE,console/migrations/m250319_163212_links.php:43
hasMany,admin,,$modelClass::className(),['admin_id' => 'admin_id'],"ORM cardinality, not FK/delete guarantee",common/models/Admin.php:110
hasOne,admin_token,,$modelClass::className(),['admin_id' => 'admin_id'],"ORM cardinality, not FK/delete guarantee",common/models/AdminToken.php:115
hasMany,area,,$modelClass::className(),['candidate_area_uuid' => 'area_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/Area.php:300
hasOne,area,,$modelClass::className(),['country_id' => 'country_id'],"ORM cardinality, not FK/delete guarantee",common/models/Area.php:308
hasMany,attachment,,$modelClass::className(),['attachment_uuid' => 'attachment_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/Attachment.php:80
hasMany,attachment,,$modelClass::className(),['attachment_uuid' => 'attachment_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/Attachment.php:90
hasMany,wallet.balance_account,,$modelClass::className(),['account_uuid' => 'balance_account_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/BalanceAccount.php:101
hasOne,wallet.balance_transaction,,$modelClass::className(),['user_uuid' => 'user_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/BalanceTransaction.php:127
hasOne,wallet.balance_transaction,,$modelClass::className(),['balance_account_uuid' => 'account_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/BalanceTransaction.php:137
hasMany,bank,,$modelClass::className(),['bank_id' => 'bank_id'],"ORM cardinality, not FK/delete guarantee",common/models/Bank.php:119
hasOne,bank_transaction,,$modelClass::className(),['contact_id' => 'contact_id'],"ORM cardinality, not FK/delete guarantee",common/models/BankTransaction.php:141
hasMany,bank_transaction,,$modelClass::className(),['bank_transaction_id' => 'bank_transaction_id'],"ORM cardinality, not FK/delete guarantee",common/models/BankTransaction.php:149
hasMany,bank_transaction_contact,,$modelClass::className(),['contact_id' => 'contact_id'],"ORM cardinality, not FK/delete guarantee",common/models/BankTransactionContact.php:89
hasOne,bank_transaction_line_item,,$modelClass::className(),['bank_transaction_id' => 'bank_transaction_id'],"ORM cardinality, not FK/delete guarantee",common/models/BankTransactionLineItem.php:81
hasOne,brand,,$modelClass::className(),['company_id' => 'company_id'],"ORM cardinality, not FK/delete guarantee",common/models/Brand.php:227
hasMany,brand,,$modelClass::className(),['brand_uuid' => 'brand_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/Brand.php:235
hasMany,brand,,$modelClass::className(),['store_id' => 'store_id'],"ORM cardinality, not FK/delete guarantee",common/models/Brand.php:243
hasMany,campaign,,$modelClass::className(),['utm_uuid' => 'utm_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/Campaign.php:252
hasMany,campaign,,$modelClass::className(),['utm_uuid' => 'utm_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/Campaign.php:260
hasOne,candidate,,$modelClass::className(),['candidate_id' => 'candidate_id'],"ORM cardinality, not FK/delete guarantee",common/models/Candidate.php:1340
hasMany,candidate,,$modelClass::className(),['candidate_id' => 'candidate_id'],"ORM cardinality, not FK/delete guarantee",common/models/Candidate.php:1351
hasOne,candidate,,$modelClass::className(),['university_id' => 'university_id'],"ORM cardinality, not FK/delete guarantee",common/models/Candidate.php:1359
hasMany,candidate,,$modelClass::className(),['candidate_id' => 'candidate_id'],"ORM cardinality, not FK/delete guarantee",common/models/Candidate.php:1369
hasMany,candidate,,$modelClass::className(),['candidate_id' => 'candidate_id'],"ORM cardinality, not FK/delete guarantee",common/models/Candidate.php:1386
hasOne,candidate,,$modelClass::className(),['country_id' => 'country_id'],"ORM cardinality, not FK/delete guarantee",common/models/Candidate.php:1394
hasOne,candidate,,$modelClass::className(),['country_id' => 'country_id'],"ORM cardinality, not FK/delete guarantee",common/models/Candidate.php:1402
hasOne,candidate,,$modelClass::className(),['bank_id' => 'bank_id'],"ORM cardinality, not FK/delete guarantee",common/models/Candidate.php:1411
hasMany,candidate,,$modelClass::className(),['candidate_id' => 'candidate_id'],"ORM cardinality, not FK/delete guarantee",common/models/Candidate.php:1421
hasOne,candidate,,$modelClass::className(),['area_uuid' => 'candidate_area_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/Candidate.php:1430
hasMany,candidate,,$modelClass::className(),['candidate_id' => 'candidate_id'],"ORM cardinality, not FK/delete guarantee",common/models/Candidate.php:1438
hasOne,candidate,,$modelClass::className(),['store_id' => 'store_id'],"ORM cardinality, not FK/delete guarantee",common/models/Candidate.php:1446
hasOne,candidate,,$modelClass::className(),['company_id' => 'company_id'],"ORM cardinality, not FK/delete guarantee",common/models/Candidate.php:1455
hasMany,candidate,,$modelClass::className(),['transfer_id' => 'transfer_id'],"ORM cardinality, not FK/delete guarantee",common/models/Candidate.php:1466
hasMany,candidate,,$modelClass::className(),['candidate_id' => 'candidate_id'],"ORM cardinality, not FK/delete guarantee",common/models/Candidate.php:1476
hasOne,candidate,,$modelClass::className(),['utm_uuid' => 'utm_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/Candidate.php:1484
hasOne,candidate,,$modelClass::className(),['candidate_id' => 'candidate_id'],"ORM cardinality, not FK/delete guarantee",common/models/Candidate.php:1492
hasMany,candidate,,$modelClass::className(),['candidate_id' => 'candidate_id'],"ORM cardinality, not FK/delete guarantee",common/models/Candidate.php:1501
hasMany,candidate,,$modelClass::className(),['candidate_id' => 'candidate_id'],"ORM cardinality, not FK/delete guarantee",common/models/Candidate.php:1511
hasMany,candidate,,$modelClass::className(),['candidate_id' => 'candidate_id'],"ORM cardinality, not FK/delete guarantee",common/models/Candidate.php:1519
hasOne,candidate,,$modelClass::className(),['candidate_id' => 'candidate_id'],"ORM cardinality, not FK/delete guarantee",common/models/Candidate.php:1528
hasOne,candidate,,$modelClass::className(),['candidate_id' => 'candidate_id'],"ORM cardinality, not FK/delete guarantee",common/models/Candidate.php:1541
hasMany,candidate,,$modelClass::className(),['candidate_id' => 'candidate_id'],"ORM cardinality, not FK/delete guarantee",common/models/Candidate.php:1552
hasMany,candidate,,$modelClass::className(),['candidate_id' => 'candidate_id'],"ORM cardinality, not FK/delete guarantee",common/models/Candidate.php:1560
hasMany,candidate,,$modelClass::className(),['candidate_id' => 'candidate_id'],"ORM cardinality, not FK/delete guarantee",common/models/Candidate.php:1568
hasMany,candidate,,$modelClass::className(),['candidate_id' => 'candidate_id'],"ORM cardinality, not FK/delete guarantee",common/models/Candidate.php:4072
hasMany,candidate,,$modelClass::className(),['candidate_id' => 'candidate_id'],"ORM cardinality, not FK/delete guarantee",common/models/Candidate.php:4081
hasMany,candidate,,$modelClass::className(),['candidate_id' => 'candidate_id'],"ORM cardinality, not FK/delete guarantee",common/models/Candidate.php:4090
hasMany,candidate,,$modelClass::className(),['candidate_id' => 'candidate_id'],"ORM cardinality, not FK/delete guarantee",common/models/Candidate.php:4227
hasMany,candidate,,$modelClass::className(),['candidate_id' => 'candidate_id'],"ORM cardinality, not FK/delete guarantee",common/models/Candidate.php:4236
hasMany,candidate,,$modelClass::className(),['candidate_id' => 'candidate_id'],"ORM cardinality, not FK/delete guarantee",common/models/Candidate.php:4245
hasMany,candidate,,$modelClass::className(),['candidate_id' => 'candidate_id'],"ORM cardinality, not FK/delete guarantee",common/models/Candidate.php:4254
hasOne,candidate,,$modelClass::className(),['candidate_id' => 'candidate_id'],"ORM cardinality, not FK/delete guarantee",common/models/Candidate.php:4263
hasMany,candidate,,$modelClass::className(),['candidate_id' => 'candidate_id'],"ORM cardinality, not FK/delete guarantee",common/models/Candidate.php:4469
hasMany,candidate,,$modelClass::className(),['candidate_id' => 'candidate_id'],"ORM cardinality, not FK/delete guarantee",common/models/Candidate.php:4478
hasMany,candidate,,$modelClass::className(),['candidate_id' => 'candidate_id'],"ORM cardinality, not FK/delete guarantee",common/models/Candidate.php:4487
hasMany,candidate,,$modelClass::className(),['candidate_id' => 'candidate_id'],"ORM cardinality, not FK/delete guarantee",common/models/Candidate.php:4514
hasMany,candidate,,$modelClass::className(),['candidate_id' => 'candidate_id'],"ORM cardinality, not FK/delete guarantee",common/models/Candidate.php:4523
hasOne,candidate,,$modelClass::className(),['candidate_id' => 'candidate_id'],"ORM cardinality, not FK/delete guarantee",common/models/Candidate.php:4531
hasMany,candidate,,$modelClass::className(),['candidate_id' => 'candidate_id'],"ORM cardinality, not FK/delete guarantee",common/models/Candidate.php:4540
hasOne,candidate_certificate,,$modelClass::className(),['candidate_id' => 'candidate_id'],"ORM cardinality, not FK/delete guarantee",common/models/CandidateCertificate.php:138
hasOne,candidate_certificate,,$modelClass::className(),['id' => 'candidate_work_history_id'],"ORM cardinality, not FK/delete guarantee",common/models/CandidateCertificate.php:146
hasOne,candidate_certificate,,$modelClass::className(),['company_id' => 'company_id'],"ORM cardinality, not FK/delete guarantee",common/models/CandidateCertificate.php:154
hasOne,candidate_certificate,,$modelClass::className(),['exam_uuid' => 'exam_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/CandidateCertificate.php:162
hasOne,candidate_certificate,,$modelClass::className(),['company_id' => 'parent_company_id'],"ORM cardinality, not FK/delete guarantee",common/models/CandidateCertificate.php:170
hasOne,candidate_certificate,,$modelClass::className(),['staff_id' => 'staff_id'],"ORM cardinality, not FK/delete guarantee",common/models/CandidateCertificate.php:178
hasOne,candidate_certificate,,$modelClass::className(),['store_id' => 'store_id'],"ORM cardinality, not FK/delete guarantee",common/models/CandidateCertificate.php:186
hasOne,candidate_education,,$modelClass::className(),['candidate_id' => 'candidate_id'],"ORM cardinality, not FK/delete guarantee",common/models/CandidateEducation.php:176
hasOne,candidate_education,,$modelClass::className(),['degree_uuid' => 'degree_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/CandidateEducation.php:184
hasOne,candidate_education,,$modelClass::className(),['major_uuid' => 'major_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/CandidateEducation.php:192
hasOne,candidate_education,,$modelClass::className(),['university_id' => 'university_id'],"ORM cardinality, not FK/delete guarantee",common/models/CandidateEducation.php:200
hasOne,candidate_eval_dept_ques,,CandidateEvalQues::className(),['ceq_uuid' => 'ceq_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/CandidateEvalDeptQues.php:70
hasMany,candidate_eval_dept_ques,,self::className(),['dept_id' => 'dept_id'],"ORM cardinality, not FK/delete guarantee",common/models/CandidateEvalDeptQues.php:76
hasMany,candidate_eval_ques,,CandidateEvalDeptQues::className(),['ceq_uuid' => 'ceq_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/CandidateEvalQues.php:94
hasMany,candidate_eval_ques,,CandidateEvaluation::className(),['ceq_uuid' => 'ceq_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/CandidateEvalQues.php:102
hasOne,candidate_evaluation,,Candidate::className(),['candidate_id' => 'candidate_id'],"ORM cardinality, not FK/delete guarantee",common/models/CandidateEvaluation.php:117
hasOne,candidate_evaluation,,Staff::className(),['staff_id' => 'staff_id'],"ORM cardinality, not FK/delete guarantee",common/models/CandidateEvaluation.php:125
hasMany,candidate_evaluation,,CandidateEvaluationAnswer::className(),['can_eval_uuid' => 'can_eval_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/CandidateEvaluation.php:133
hasOne,candidate_evaluation_answer,,CandidateEvaluation::className(),['can_eval_uuid' => 'can_eval_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/CandidateEvaluationAnswer.php:64
hasOne,candidate_evaluation_answer,,CandidateEvalQues::className(),['ceq_uuid' => 'ceq_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/CandidateEvaluationAnswer.php:72
hasOne,candidate_experience,,$modelClass::className(),['candidate_id' => 'candidate_id'],"ORM cardinality, not FK/delete guarantee",common/models/CandidateExperience.php:112
hasOne,candidate_id_card,,$modelClass::className(),['candidate_id' => 'candidate_id'],"ORM cardinality, not FK/delete guarantee",common/models/CandidateIdCard.php:151
hasOne,candidate_id_request,,Staff::class,['staff_id' => 'created_by'],"ORM cardinality, not FK/delete guarantee",common/models/CandidateIdRequest.php:107
hasOne,candidate_id_request,,Staff::class,['staff_id' => 'updated_by'],"ORM cardinality, not FK/delete guarantee",common/models/CandidateIdRequest.php:117
hasOne,candidate_link,,Candidate::class,['candidate_id' => 'candidate_id'],"ORM cardinality, not FK/delete guarantee",common/models/CandidateLink.php:98
hasOne,candidate_notification,,$modelClass::className(),['job_uuid' => 'job_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/CandidateNotification.php:193
hasOne,candidate_notification,,$modelClass::className(),['job_interest_uuid' => 'job_interest_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/CandidateNotification.php:201
hasOne,candidate_notification,,$modelClass::className(),['cwlf_uuid' => 'cwlf_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/CandidateNotification.php:209
hasOne,candidate_notification,,$modelClass::className(),['staff_id' => 'staff_id'],"ORM cardinality, not FK/delete guarantee",common/models/CandidateNotification.php:217
hasOne,candidate_notification,,$modelClass::className(),['candidate_id' => 'candidate_id'],"ORM cardinality, not FK/delete guarantee",common/models/CandidateNotification.php:225
hasOne,candidate_notification,,$modelClass::className(),['id' => 'candidate_work_history_id'],"ORM cardinality, not FK/delete guarantee",common/models/CandidateNotification.php:233
hasOne,candidate_notification,,$modelClass::className(),['candidate_working_hour_uuid' => 'candidate_working_hour_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/CandidateNotification.php:241
hasOne,candidate_notification,,$modelClass::className(),['cwd_uuid' => 'candidate_working_date_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/CandidateNotification.php:249
hasOne,candidate_notification,,$modelClass::className(),['store_id' => 'store_id'],"ORM cardinality, not FK/delete guarantee",common/models/CandidateNotification.php:257
hasOne,candidate_notification,,$modelClass::className(),['company_id' => 'company_id'],"ORM cardinality, not FK/delete guarantee",common/models/CandidateNotification.php:265
