kind,owner,name,target,keys,delete,source
hasOne,candidate_notification,,$modelClass::className(),['invitation_uuid' => 'invitation_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/CandidateNotification.php:273
hasOne,candidate_notification,,$modelClass::className(),['tc_id' => 'tc_id'],"ORM cardinality, not FK/delete guarantee",common/models/CandidateNotification.php:281
hasOne,candidate_notification,,$modelClass::className(),['request_uuid' => 'request_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/CandidateNotification.php:289
hasOne,candidate_skill,,$modelClass::className(),['candidate_id' => 'candidate_id'],"ORM cardinality, not FK/delete guarantee",common/models/CandidateSkill.php:106
hasMany,candidate_stats,,$modelClass::className(),['candidate_id' => 'candidate_id'],"ORM cardinality, not FK/delete guarantee",common/models/CandidateStats.php:96
hasOne,candidate_stats,,$modelClass::className(),['candidate_id' => 'candidate_id'],"ORM cardinality, not FK/delete guarantee",common/models/CandidateStats.php:104
hasOne,candidate_tag,,$modelClass::className(),['staff_id' => 'created_by'],"ORM cardinality, not FK/delete guarantee",common/models/CandidateTag.php:123
hasOne,candidate_tag,,$modelClass::className(),['candidate_id' => 'candidate_id'],"ORM cardinality, not FK/delete guarantee",common/models/CandidateTag.php:131
hasOne,candidate_token,,$modelClass::className(),['candidate_id' => 'candidate_id'],"ORM cardinality, not FK/delete guarantee",common/models/CandidateToken.php:116
hasOne,candidate_video_log,,$className::className(),['candidate_id' => 'candidate_id'],"ORM cardinality, not FK/delete guarantee",common/models/CandidateVideoLog.php:88
hasOne,candidate_warning,,$modelClass::className(),['candidate_id' => 'candidate_id'],"ORM cardinality, not FK/delete guarantee",common/models/CandidateWarning.php:151
hasOne,candidate_warning,,$modelClass::className(),['staff_id' => 'created_by'],"ORM cardinality, not FK/delete guarantee",common/models/CandidateWarning.php:159
hasOne,candidate_warning,,$modelClass::className(),['staff_id' => 'updated_by'],"ORM cardinality, not FK/delete guarantee",common/models/CandidateWarning.php:167
hasOne,candidate_work_history,,$className::className(),['company_id' => 'company_id'],"ORM cardinality, not FK/delete guarantee",common/models/CandidateWorkHistory.php:482
hasOne,candidate_work_history,,$className::className(),['candidate_id' => 'candidate_id'],"ORM cardinality, not FK/delete guarantee",common/models/CandidateWorkHistory.php:489
hasOne,candidate_work_history,,$className::className(),['company_id' => 'parent_company_id'],"ORM cardinality, not FK/delete guarantee",common/models/CandidateWorkHistory.php:496
hasOne,candidate_work_history,,$className::className(),['store_id' => 'store_id'],"ORM cardinality, not FK/delete guarantee",common/models/CandidateWorkHistory.php:503
hasOne,candidate_work_history,,$className::className(),['contract_uuid' => 'contract_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/CandidateWorkHistory.php:511
hasOne,candidate_work_log_feedback,,$className::className(),['candidate_working_hour_uuid' => 'candidate_working_hour_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/CandidateWorkLogFeedback.php:274
hasOne,candidate_work_log_feedback,,$className::className(),['candidate_id' => 'candidate_id'],"ORM cardinality, not FK/delete guarantee",common/models/CandidateWorkLogFeedback.php:282
hasOne,candidate_work_log_feedback,,$className::className(),['company_id' => 'company_id'],"ORM cardinality, not FK/delete guarantee",common/models/CandidateWorkLogFeedback.php:290
hasOne,candidate_work_log_feedback,,$className::className(),['store_id' => 'store_id'],"ORM cardinality, not FK/delete guarantee",common/models/CandidateWorkLogFeedback.php:298
hasOne,candidate_work_log_feedback,,$className::className(),['contact_uuid' => 'created_by'],"ORM cardinality, not FK/delete guarantee",common/models/CandidateWorkLogFeedback.php:307
hasMany,candidate_working_date,,$modelClass::className(),"[
            'candidate_id' => 'candidate_id',
            ""store_id"" => ""store_id"",
            ""date"" => ""date""
        ]","ORM cardinality, not FK/delete guarantee",common/models/CandidateWorkingDate.php:195
hasOne,candidate_working_date,,$modelClass::className(),['candidate_id' => 'candidate_id'],"ORM cardinality, not FK/delete guarantee",common/models/CandidateWorkingDate.php:207
hasOne,candidate_working_date,,$modelClass::className(),['company_id' => 'company_id'],"ORM cardinality, not FK/delete guarantee",common/models/CandidateWorkingDate.php:215
hasOne,candidate_working_date,,$modelClass::className(),['store_id' => 'store_id'],"ORM cardinality, not FK/delete guarantee",common/models/CandidateWorkingDate.php:223
hasOne,candidate_working_hour,,$className::className(),['candidate_id' => 'candidate_id'],"ORM cardinality, not FK/delete guarantee",common/models/CandidateWorkingHour.php:350
hasOne,candidate_working_hour,,$className::className(),['store_id' => 'store_id'],"ORM cardinality, not FK/delete guarantee",common/models/CandidateWorkingHour.php:358
hasOne,candidate_working_hour,,$className::className(),['company_id' => 'company_id'],"ORM cardinality, not FK/delete guarantee",common/models/CandidateWorkingHour.php:366
hasOne,candidate_working_hour,,$className::className(),['company_id' => 'parent_company_id'],"ORM cardinality, not FK/delete guarantee",common/models/CandidateWorkingHour.php:374
hasOne,candidate_working_hour,,$className::className(),['candidate_working_hour_uuid' => 'candidate_working_hour_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/CandidateWorkingHour.php:390
hasMany,candidate_working_hour,,$className::className(),['candidate_working_hour_uuid' => 'candidate_working_hour_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/CandidateWorkingHour.php:399
hasOne,candidate_working_hour,,$className::className(),['cwlf_uuid' => 'cwlf_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/CandidateWorkingHour.php:409
hasOne,candidate_working_hour_appeal,,$modelClass::className(),['candidate_id' => 'candidate_id'],"ORM cardinality, not FK/delete guarantee",common/models/CandidateWorkingHourAppeal.php:114
hasMany,candidate_working_hour_appeal,,$modelClass::className(),['appeal_uuid' => 'appeal_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/CandidateWorkingHourAppeal.php:136
hasOne,candidate_working_hour_appeal,,$modelClass::className(),['candidate_working_hour_uuid' => 'candidate_working_hour_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/CandidateWorkingHourAppeal.php:145
hasMany,candidate_working_hour_appeal,,$modelClass::className(),['appeal_uuid' => 'appeal_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/CandidateWorkingHourAppeal.php:153
hasMany,candidate_working_hour_appeal,,$modelClass::className(),['appeal_uuid' => 'appeal_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/CandidateWorkingHourAppeal.php:162
hasOne,candidate_working_hour_appeal_updates,,$modelClass::className(),['appeal_uuid' => 'appeal_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/CandidateWorkingHourAppealUpdates.php:114
hasOne,candidate_working_hour_appeal_updates,,$modelClass::className(),['staff_id' => 'created_by'],"ORM cardinality, not FK/delete guarantee",common/models/CandidateWorkingHourAppealUpdates.php:123
hasOne,candidate_working_hour_appeal_updates,,$modelClass::className(),['staff_id' => 'updated_by'],"ORM cardinality, not FK/delete guarantee",common/models/CandidateWorkingHourAppealUpdates.php:132
hasOne,chat,,$modelClass::className(),['contact_uuid' => 'contact_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/Chat.php:132
hasOne,chat,,$modelClass::className(),['candidate_id' => 'candidate_id'],"ORM cardinality, not FK/delete guarantee",common/models/Chat.php:140
hasOne,chat,,$modelClass::className(),['company_id' => 'company_id'],"ORM cardinality, not FK/delete guarantee",common/models/Chat.php:148
hasOne,chat,,$modelClass::className(),['company_id' => 'parent_company_id'],"ORM cardinality, not FK/delete guarantee",common/models/Chat.php:156
hasOne,chat,,$modelClass::className(),['staff_id' => 'staff_id'],"ORM cardinality, not FK/delete guarantee",common/models/Chat.php:164
hasOne,chat,,$modelClass::className(),['store_id' => 'store_id'],"ORM cardinality, not FK/delete guarantee",common/models/Chat.php:172
hasMany,chat,,$modelClass::className(),['chat_uuid' => 'chat_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/Chat.php:180
hasOne,chat_message,,$modelClass::className(),['chat_uuid' => 'chat_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/ChatMessage.php:109
hasMany,company,,$modelClass::className(),['company_id' => 'company_id'],"ORM cardinality, not FK/delete guarantee",common/models/Company.php:551
hasMany,company,,$modelClass::className(),['request_uuid' => 'request_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/Company.php:560
hasOne,company,,$modelClass::className(),['company_id' => 'parent_company_id'],"ORM cardinality, not FK/delete guarantee",common/models/Company.php:578
hasMany,company,,$modelClass::className(),['parent_company_id' => 'company_id'],"ORM cardinality, not FK/delete guarantee",common/models/Company.php:587
hasMany,company,,$modelClass::className(),['company_id' => 'company_id'],"ORM cardinality, not FK/delete guarantee",common/models/Company.php:597
hasOne,company,,$modelClass::className(),['code' => 'currency_code'],"ORM cardinality, not FK/delete guarantee",common/models/Company.php:606
hasOne,company,,$modelClass::className(),['country_id' => 'country_id'],"ORM cardinality, not FK/delete guarantee",common/models/Company.php:615
hasMany,company,,$modelClass::className(),['company_id' => 'company_id'],"ORM cardinality, not FK/delete guarantee",common/models/Company.php:624
hasMany,company,,$modelClass::className(),['store_id' => 'store_id'],"ORM cardinality, not FK/delete guarantee",common/models/Company.php:638
hasMany,company,,$modelClass::className(),['store_id' => 'store_id'],"ORM cardinality, not FK/delete guarantee",common/models/Company.php:644
hasMany,company,,$modelClass::className(),['company_id' => 'company_id'],"ORM cardinality, not FK/delete guarantee",common/models/Company.php:723
hasMany,company,,$modelClass::className(),['company_id' => 'company_id'],"ORM cardinality, not FK/delete guarantee",common/models/Company.php:728
hasMany,company,,$modelClass::className(),['company_id' => 'company_id'],"ORM cardinality, not FK/delete guarantee",common/models/Company.php:738
hasMany,company,,$modelClass::className(),['company_id' => 'company_id'],"ORM cardinality, not FK/delete guarantee",common/models/Company.php:765
hasMany,company,,$modelClass::className(),['company_id' => 'company_id'],"ORM cardinality, not FK/delete guarantee",common/models/Company.php:774
hasMany,company,,$modelClass::className(),['company_id' => 'company_id'],"ORM cardinality, not FK/delete guarantee",common/models/Company.php:783
hasMany,company,,$modelClass::className(),['company_id' => 'company_id'],"ORM cardinality, not FK/delete guarantee",common/models/Company.php:794
hasMany,company,,$modelClass::className(),['company_id' => 'company_id'],"ORM cardinality, not FK/delete guarantee",common/models/Company.php:804
hasMany,company,,$modelClass::className(),['company_id' => 'company_id'],"ORM cardinality, not FK/delete guarantee",common/models/Company.php:812
hasMany,company,,$modelClass::className(),['contact_uuid' => 'contact_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/Company.php:820
hasMany,company,,$modelClass::className(),['mall_uuid' => 'mall_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/Company.php:1184
hasMany,company,,$modelClass::className(),['mall_uuid' => 'mall_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/Company.php:1189
hasMany,company,,$modelClass::className(),['company_id' => 'company_id'],"ORM cardinality, not FK/delete guarantee",common/models/Company.php:1199
hasMany,company,,$modelClass::className(),['company_id' => 'company_id'],"ORM cardinality, not FK/delete guarantee",common/models/Company.php:1324
hasOne,company,,$modelClass::className(),['company_id' => 'company_id'],"ORM cardinality, not FK/delete guarantee",common/models/Company.php:1332
hasOne,company,,$modelClass::className(),['staff_id' => 'staff_id'],"ORM cardinality, not FK/delete guarantee",common/models/Company.php:1340
hasMany,company,,$modelClass::className(),['company_id' => 'company_id'],"ORM cardinality, not FK/delete guarantee",common/models/Company.php:1348
hasOne,company_contact,,$modelClass::className(),['company_id' => 'company_id'],"ORM cardinality, not FK/delete guarantee",common/models/CompanyContact.php:121
hasOne,company_contact,,$modelClass::className(),['contact_uuid' => 'contact_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/CompanyContact.php:129
hasMany,company_contact,,$modelClass::className(),['contact_uuid' => 'contact_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/CompanyContact.php:137
hasMany,company_contact,,$modelClass::className(),['contact_uuid' => 'contact_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/CompanyContact.php:146
hasOne,company_request,,$modelClass::className(),['code' => 'currency_code'],"ORM cardinality, not FK/delete guarantee",common/models/CompanyRequest.php:424
